zone,crop_type,growing_stage,stage_day_of_year,temperature,humidity,precipitation,yield_value,disease_probability
northwest,sugar_beet,tillering,147,2.9,56.5,2.9,171.9,0.2
northwest,sugar_beet,tillering,131,1.5,77.0,15.1,205.0,0.21
northwest,sugar_beet,tillering,141,2.5,67.3,9.4,170.5,0.11
northwest,sugar_beet,tillering,160,5.9,78.2,1.6,196.7,0.24
northwest,sugar_beet,tillering,165,7.5,62.2,5.7,269.5,0.17
northwest,sugar_beet,tillering,163,6.1,67.3,10.2,257.4,0.1
northwest,sugar_beet,ripening_maturity,230,17.7,68.5,13.2,334.1,0.42
northwest,sugar_beet,ripening_maturity,258,21.6,63.8,15.4,280.6,0.44
northwest,sugar_beet,ripening_maturity,266,19.6,60.0,15.7,333.9,0.29
northwest,sugar_beet,ripening_maturity,250,22.7,76.3,2.8,348.6,0.72
northwest,sugar_beet,ripening_maturity,267,20.3,89.0,11.2,276.3,0.45
northwest,sugar_beet,ripening_maturity,224,14.2,86.4,11.6,198.4,0.21
northwest,sugar_beet,ripening_maturity,265,18.3,70.9,4.3,246.8,0.66
northwest,sugar_beet,ripening_maturity,234,17.6,61.5,18.4,292.1,0.31
northwest,soybeans,sowing,104,-3.0,51.7,13.0,8.7,0.31
northwest,soybeans,sowing,98,-3.7,66.7,10.0,9.7,0.2
northwest,soybeans,sowing,99,-3.4,71.7,2.7,8.3,0.25
northwest,soybeans,sowing,110,-1.4,67.8,5.1,9.6,0.13
northwest,soybeans,sowing,92,-4.7,74.6,3.0,8.4,0.26
northwest,soybeans,sowing,107,-2.2,68.0,8.6,7.9,0.19
northwest,soybeans,sowing,117,-0.2,72.7,13.0,7.9,0.23
northwest,soybeans,emergence,111,-1.4,67.1,12.1,8.0,0.27
northwest,soybeans,emergence,137,1.3,72.9,7.5,7.9,0.31
northwest,soybeans,emergence,128,0.9,81.4,7.5,10.0,0.23
northwest,soybeans,emergence,135,2.1,68.0,8.9,10.3,0.23
northwest,soybeans,emergence,134,1.6,74.1,13.8,9.5,0.2
northwest,soybeans,emergence,124,0.8,69.0,14.1,8.8,0.13
northwest,soybeans,emergence,129,0.1,71.3,4.8,8.5,0.17
northwest,soybeans,emergence,112,-1.6,66.5,8.9,11.0,0.11
northwest,soybeans,tillering,161,7.8,54.7,15.0,11.7,0.24
northwest,soybeans,tillering,150,4.0,77.3,4.9,8.9,0.31
northwest,soybeans,tillering,164,8.6,74.2,14.5,11.0,0.11
northwest,soybeans,tillering,130,1.0,71.1,1.5,7.9,0.3
northwest,soybeans,tillering,138,3.3,77.9,9.8,8.2,0.21
northwest,soybeans,tillering,143,3.1,65.0,1.5,10.5,0.13
northwest,soybeans,tillering,142,4.4,54.9,15.2,10.6,0.17
northwest,soybeans,tillering,169,5.9,79.4,4.7,10.4,0.14
northwest,soybeans,heading_flowering,215,14.1,65.4,5.2,13.8,0.55
northwest,soybeans,heading_flowering,203,10.8,63.9,0.9,14.3,0.56
northwest,soybeans,heading_flowering,206,14.2,85.5,12.3,11.4,0.48
northwest,soybeans,heading_flowering,209,14.9,63.5,14.7,17.2,0.55
northwest,soybeans,heading_flowering,211,14.5,60.0,18.8,15.8,0.38
northwest,soybeans,heading_flowering,220,14.1,60.9,13.4,11.9,0.52
northwest,soybeans,heading_flowering,204,10.6,61.7,15.8,14.6,0.46
northwest,soybeans,ripening_maturity,236,14.7,82.9,0.6,11.3,0.52
northwest,soybeans,ripening_maturity,248,23.5,83.1,3.4,14.7,1.0
northwest,soybeans,ripening_maturity,223,18.0,83.8,9.5,15.7,0.37
northwest,soybeans,ripening_maturity,231,18.6,60.9,1.4,16.5,0.6
northwest,soybeans,ripening_maturity,244,21.0,58.2,4.2,17.8,0.49
northwest,soybeans,ripening_maturity,252,18.7,62.4,15.8,19.3,0.32
northwest,soybeans,ripening_maturity,239,20.7,77.2,1.6,14.5,1.0
northwest,soybeans,ripening_maturity,247,22.8,72.5,3.0,17.3,0.8
northwest,flax,sowing,98,-3.9,73.4,5.7,6.0,0.22
northwest,flax,sowing,105,-2.7,76.9,10.0,5.7,0.21
northwest,flax,sowing,112,-1.4,60.0,2.3,6.4,0.2
northwest,flax,sowing,117,-0.1,53.0,9.9,5.8,0.18
northwest,flax,sowing,110,-2.1,62.1,1.3,5.1,0.17
northwest,flax,sowing,101,-3.5,71.2,3.6,6.4,0.22
northwest,flax,sowing,106,-2.8,63.3,6.9,5.7,0.17
northwest,flax,sowing,111,-1.9,72.9,12.2,4.7,0.15
northwest,flax,emergence,110,-2.0,74.3,10.8,5.7,0.24
northwest,flax,emergence,136,2.4,54.7,6.2,6.2,0.11
northwest,flax,emergence,116,-1.6,60.2,11.1,6.1,0.14
northwest,flax,emergence,139,2.9,69.6,10.6,7.2,0.23
northwest,flax,emergence,128,0.0,79.0,11.9,6.4,0.16
northwest,flax,emergence,131,0.7,79.1,10.9,7.0,0.18
northwest,flax,emergence,122,0.5,65.9,1.3,8.0,0.24
northwest,flax,emergence,114,-1.2,70.8,9.3,6.2,0.21
northwest,flax,tillering,146,3.0,58.8,2.7,7.3,0.21
northwest,flax,tillering,148,3.1,77.4,10.6,6.2,0.19
northwest,flax,tillering,130,1.0,79.6,4.8,5.9,0.23
northwest,flax,tillering,170,8.4,74.9,16.6,7.9,0.12
northwest,flax,tillering,134,2.2,80.2,11.8,6.3,0.11
northwest,flax,tillering,160,4.4,58.7,7.9,6.4,0.09
northwest,flax,tillering,162,5.0,83.6,9.3,6.2,0.19
northwest,flax,heading_flowering,230,14.9,85.9,21.6,8.8,0.49
northwest,flax,heading_flowering,201,11.1,69.0,12.0,7.5,0.37
northwest,flax,heading_flowering,215,11.5,81.5,15.3,7.5,0.4
northwest,flax,heading_flowering,232,17.6,86.8,16.7,7.4,0.32
northwest,flax,heading_flowering,221,14.4,63.9,9.9,11.2,0.48
northwest,flax,heading_flowering,239,20.7,72.8,0.8,8.7,0.42
northwest,flax,heading_flowering,217,13.2,75.7,5.0,8.2,0.44
northwest,flax,heading_flowering,197,13.6,63.2,5.2,9.4,0.46
northwest,flax,ripening_maturity,264,19.0,67.8,9.8,12.8,0.74
northwest,flax,ripening_maturity,251,20.5,72.9,14.9,9.0,0.26
northwest,flax,ripening_maturity,254,24.8,75.9,8.6,11.3,0.5
northwest,flax,ripening_maturity,239,15.4,73.0,5.3,7.8,0.18
northwest,flax,ripening_maturity,236,15.3,78.1,5.4,8.8,0.4
northwest,flax,ripening_maturity,275,25.0,75.2,18.8,9.2,0.56
northwest,flax,ripening_maturity,266,26.5,84.6,10.0,9.7,0.87
northwest,mustard,sowing,96,-4.2,69.4,5.0,4.2,0.19
northwest,mustard,sowing,90,-5.0,74.3,10.5,3.9,0.17
northwest,mustard,sowing,113,-1.5,76.0,7.5,4.6,0.08
northwest,mustard,sowing,109,-2.1,52.1,2.2,5.0,0.07
northwest,mustard,sowing,114,-1.8,62.1,10.3,4.5,0.1
northwest,mustard,sowing,110,-2.0,58.0,0.5,5.3,0.21
northwest,mustard,sowing,95,-4.1,69.5,5.6,5.0,0.16
northwest,mustard,emergence,139,2.3,74.0,12.9,4.8,0.12
northwest,mustard,emergence,136,3.5,64.6,3.8,6.9,0.15
northwest,mustard,emergence,117,-0.5,53.8,8.0,5.3,0.09
northwest,mustard,emergence,140,2.9,60.7,10.1,5.9,0.12
northwest,mustard,emergence,125,0.2,73.3,11.4,4.3,0.14
northwest,mustard,emergence,134,1.2,81.5,7.2,4.2,0.1
northwest,mustard,emergence,116,-0.9,79.0,10.0,5.1,0.19
northwest,mustard,emergence,126,-0.2,53.5,2.5,4.4,0.16
northwest,mustard,tillering,146,3.5,57.8,12.8,6.4,0.12
northwest,mustard,tillering,133,1.9,67.3,11.0,5.9,0.15
northwest,mustard,tillering,130,0.9,66.6,2.2,6.7,0.17
northwest,mustard,tillering,148,3.8,57.0,14.2,5.0,0.11
northwest,mustard,tillering,152,4.2,77.8,8.6,4.7,0.11
northwest,mustard,tillering,132,2.4,81.7,9.8,4.6,0.09
northwest,mustard,heading_flowering,222,15.4,83.3,13.0,6.4,0.24
northwest,mustard,heading_flowering,239,18.0,78.4,7.7,6.6,0.24
northwest,mustard,heading_flowering,193,13.9,79.0,14.3,6.1,0.36
northwest,mustard,heading_flowering,218,12.5,65.1,6.1,7.9,0.41
northwest,mustard,heading_flowering,215,14.4,85.9,2.6,6.8,0.41
northwest,mustard,heading_flowering,230,18.9,78.5,9.5,7.6,0.38
northwest,mustard,heading_flowering,192,9.5,69.9,5.5,6.5,0.16
northwest,mustard,ripening_maturity,241,16.0,75.8,4.3,9.2,0.16
northwest,mustard,ripening_maturity,260,18.2,76.9,15.0,8.6,0.32
northwest,mustard,ripening_maturity,253,22.5,69.8,13.3,9.2,0.49
northwest,mustard,ripening_maturity,225,15.0,65.2,13.0,9.8,0.41
northwest,mustard,ripening_maturity,245,19.1,76.5,5.2,9.8,0.21
northwest,mustard,ripening_maturity,275,25.1,80.8,16.9,7.6,0.29
northwest,mustard,ripening_maturity,223,19.1,73.3,20.0,7.7,0.51
northwest,mustard,ripening_maturity,265,19.8,79.4,23.5,6.9,0.21
northwest,potatoes,sowing,111,-1.9,77.8,1.6,127.8,0.37
northwest,potatoes,sowing,93,-4.5,71.9,0.6,113.3,0.31
northwest,potatoes,sowing,114,-1.0,72.3,3.3,132.9,0.36
northwest,potatoes,sowing,104,-2.6,51.1,3.7,96.9,0.21
northwest,potatoes,sowing,105,-3.0,79.3,11.4,120.2,0.36
northwest,potatoes,sowing,116,-0.9,53.4,5.6,139.9,0.3
northwest,potatoes,emergence,134,1.6,78.3,14.1,146.8,0.15
northwest,potatoes,emergence,136,2.2,71.3,4.2,153.1,0.26
northwest,potatoes,emergence,120,-0.1,57.6,8.7,124.4,0.27
northwest,potatoes,emergence,133,2.8,55.4,11.8,134.2,0.32
northwest,potatoes,emergence,110,-1.4,54.4,7.4,132.5,0.4
northwest,potatoes,emergence,127,1.6,76.4,10.4,110.7,0.22
northwest,potatoes,emergence,113,-0.9,64.5,8.0,121.6,0.34
northwest,potatoes,tillering,153,5.9,62.5,15.3,195.2,0.23
northwest,potatoes,tillering,168,6.1,79.9,12.1,164.7,0.37
northwest,potatoes,tillering,132,1.4,52.6,4.9,126.7,0.25
northwest,potatoes,tillering,131,1.5,75.8,4.9,133.7,0.23
northwest,potatoes,tillering,161,7.7,61.0,6.4,144.3,0.2
northwest,potatoes,tillering,138,1.9,61.9,3.0,130.0,0.21
northwest,potatoes,heading_flowering,204,14.5,73.2,19.7,188.4,0.69
northwest,potatoes,heading_flowering,222,16.1,77.8,15.0,167.0,0.55
northwest,potatoes,heading_flowering,240,19.1,75.2,1.0,249.1,0.99
northwest,potatoes,heading_flowering,218,14.8,86.1,11.0,142.8,0.7
northwest,potatoes,heading_flowering,192,9.5,70.6,8.3,142.9,0.36
northwest,potatoes,heading_flowering,214,15.7,68.8,18.4,186.8,0.67
northwest,potatoes,heading_flowering,205,11.4,59.9,6.1,189.3,0.56
northwest,potatoes,ripening_maturity,238,21.1,84.3,10.6,164.5,0.98
northwest,potatoes,ripening_maturity,259,17.4,67.3,5.3,181.1,0.54
northwest,potatoes,ripening_maturity,266,23.2,88.3,2.1,198.3,0.63
northwest,potatoes,ripening_maturity,222,13.9,67.5,8.2,169.0,0.48
northwest,potatoes,ripening_maturity,278,23.4,61.3,9.0,274.2,0.48
northwest,potatoes,ripening_maturity,221,16.8,71.4,0.6,235.2,0.7
northwest,potatoes,ripening_maturity,234,14.3,75.0,9.6,194.0,0.56
northwest,tomatoes,sowing,119,0.0,67.1,2.5,234.3,0.34
northwest,tomatoes,sowing,118,-0.7,71.3,5.3,195.7,0.2
northwest,tomatoes,sowing,105,-2.4,68.7,9.0,227.9,0.32
northwest,tomatoes,sowing,111,-1.4,60.3,6.1,220.1,0.27
northwest,tomatoes,sowing,97,-4.0,57.6,3.2,172.4,0.42
northwest,tomatoes,sowing,101,-3.1,67.3,7.9,166.1,0.28
northwest,tomatoes,sowing,112,-1.3,75.0,4.2,207.0,0.23
northwest,tomatoes,sowing,95,-4.1,57.0,7.0,198.8,0.29
northwest,tomatoes,emergence,113,-1.4,80.7,11.1,199.0,0.37
northwest,tomatoes,emergence,110,-1.9,52.0,4.0,147.8,0.41
northwest,tomatoes,emergence,123,0.9,61.5,13.3,267.4,0.4
northwest,tomatoes,emergence,111,-1.4,75.5,10.0,226.1,0.4
northwest,tomatoes,emergence,121,-0.4,74.1,11.8,229.5,0.45
northwest,tomatoes,emergence,112,-1.4,60.3,4.8,240.2,0.42
northwest,tomatoes,tillering,150,5.4,70.1,5.5,269.2,0.22
northwest,tomatoes,tillering,167,5.2,81.6,12.6,204.6,0.19
northwest,tomatoes,tillering,164,8.4,66.3,7.3,274.8,0.17
northwest,tomatoes,tillering,158,6.7,66.8,12.2,260.5,0.22
northwest,tomatoes,tillering,148,5.3,64.4,6.4,277.4,0.34
northwest,tomatoes,tillering,134,3.1,81.7,10.2,232.5,0.36
northwest,tomatoes,tillering,154,5.1,81.8,14.0,208.2,0.41
northwest,tomatoes,tillering,152,6.2,72.2,1.4,268.6,0.44
northwest,tomatoes,heading_flowering,199,12.5,78.2,16.0,271.5,0.42
northwest,tomatoes,heading_flowering,211,13.8,76.4,17.2,257.1,0.31
northwest,tomatoes,heading_flowering,237,14.5,62.9,10.3,326.9,0.71
northwest,tomatoes,heading_flowering,227,17.7,59.6,16.1,289.8,0.66
northwest,tomatoes,heading_flowering,209,10.9,69.0,2.2,311.5,0.83
northwest,tomatoes,heading_flowering,205,14.3,74.0,10.3,366.6,0.71
northwest,tomatoes,heading_flowering,216,16.5,65.2,16.8,426.0,0.32
northwest,tomatoes,ripening_maturity,261,23.7,77.1,14.9,399.5,1.0
northwest,tomatoes,ripening_maturity,265,21.1,61.2,23.4,425.8,0.81
northwest,tomatoes,ripening_maturity,249,18.5,74.9,18.2,323.9,0.6
northwest,tomatoes,ripening_maturity,278,24.4,68.0,3.0,320.2,0.58
northwest,tomatoes,ripening_maturity,222,19.2,61.9,2.9,294.0,0.39
northwest,tomatoes,ripening_maturity,230,15.8,66.3,5.4,294.6,0.45
northwest,tomatoes,ripening_maturity,268,21.7,68.4,23.6,333.4,1.0
northwest,tomatoes,ripening_maturity,237,17.0,83.7,3.9,243.8,0.59
northwest,onions,sowing,112,-1.3,69.7,2.6,151.4,0.24
northwest,onions,sowing,103,-3.1,50.8,2.7,147.4,0.18
northwest,onions,sowing,120,-0.6,76.3,1.3,141.1,0.18
northwest,onions,sowing,102,-3.2,67.0,13.2,155.4,0.13
northwest,onions,sowing,104,-2.8,75.9,13.3,155.7,0.17
northwest,onions,sowing,116,-0.9,65.5,9.5,165.6,0.23
northwest,onions,sowing,117,-0.9,77.2,6.1,133.0,0.18
northwest,onions,sowing,114,-1.2,78.4,12.6,157.0,0.19
northwest,onions,emergence,134,2.5,60.7,2.5,200.0,0.13
northwest,onions,emergence,112,-1.9,56.6,11.6,131.1,0.27
northwest,onions,emergence,117,-0.7,62.6,11.3,144.1,0.27
northwest,onions,emergence,136,1.9,74.3,9.1,152.1,0.28
northwest,onions,emergence,140,2.2,59.2,13.9,153.6,0.15
northwest,onions,emergence,122,0.3,69.7,1.3,153.8,0.14
northwest,onions,emergence,113,-1.4,61.7,1.8,153.5,0.27
northwest,onions,tillering,152,4.1,59.5,4.3,211.7,0.18
northwest,onions,tillering,157,6.5,58.2,8.5,187.5,0.21
northwest,onions,tillering,168,9.1,65.4,12.6,219.6,0.22
northwest,onions,tillering,159,4.8,63.8,8.9,203.4,0.27
northwest,onions,tillering,139,3.4,56.3,10.0,156.8,0.26
northwest,onions,tillering,138,3.4,57.3,0.9,170.3,0.14
northwest,onions,tillering,144,3.4,76.0,14.7,146.8,0.27
northwest,onions,tillering,141,2.7,76.7,6.5,179.0,0.12
northwest,onions,ripening_maturity,236,15.8,74.4,19.0,270.0,0.54
northwest,onions,ripening_maturity,241,15.4,58.5,18.6,245.9,0.48
northwest,onions,ripening_maturity,254,20.2,67.4,8.1,259.0,0.31
northwest,onions,ripening_maturity,258,19.5,77.2,16.1,232.0,0.77
northwest,onions,ripening_maturity,274,25.0,74.9,8.9,296.0,0.48
northwest,onions,ripening_maturity,232,13.8,79.0,15.6,226.3,0.57
northwest,onions,ripening_maturity,277,22.3,64.1,8.1,336.8,0.22
northwest,onions,ripening_maturity,267,26.1,87.4,4.9,202.8,1.0
northwest,apples,sowing,101,-3.5,57.8,9.5,82.7,0.21
northwest,apples,sowing,102,-3.1,65.7,3.7,97.8,0.29
northwest,apples,sowing,116,-1.5,51.6,3.4,97.8,0.23
northwest,apples,sowing,91,-4.8,60.8,9.6,81.6,0.2
northwest,apples,sowing,105,-2.8,56.5,2.9,86.4,0.23
northwest,apples,sowing,106,-2.2,56.0,6.8,79.5,0.3
northwest,apples,sowing,115,-1.3,69.2,6.4,88.6,0.15
northwest,apples,tillering,134,1.6,53.7,3.7,84.7,0.27
northwest,apples,tillering,150,5.5,70.2,11.0,147.3,0.22
northwest,apples,tillering,166,5.5,83.4,4.1,90.4,0.27
northwest,apples,tillering,130,1.7,70.6,13.1,99.7,0.34
northwest,apples,tillering,142,3.4,61.6,15.0,136.8,0.37
northwest,apples,tillering,138,1.4,76.0,4.1,89.8,0.15
northwest,apples,tillering,154,5.8,67.1,4.2,138.4,0.19
northwest,apples,heading_flowering,231,16.2,82.1,18.0,145.2,0.43
northwest,apples,heading_flowering,197,10.0,57.2,11.1,120.9,0.67
northwest,apples,heading_flowering,237,18.1,83.0,5.3,144.0,0.98
northwest,apples,heading_flowering,216,16.8,64.9,4.6,144.4,0.59
northwest,apples,heading_flowering,238,17.8,75.8,20.9,151.1,0.37
northwest,apples,heading_flowering,239,22.2,74.7,16.1,148.8,0.69
northwest,apples,heading_flowering,204,13.7,84.2,13.4,112.0,0.43
northwest,apples,heading_flowering,225,17.6,85.3,1.5,134.9,0.47
northwest,apples,ripening_maturity,233,15.9,64.0,6.7,177.8,0.26
northwest,apples,ripening_maturity,235,14.4,70.2,4.1,185.2,0.53
northwest,apples,ripening_maturity,273,22.1,88.7,6.8,140.9,1.0
northwest,apples,ripening_maturity,226,19.6,84.7,13.8,160.8,0.68
northwest,apples,ripening_maturity,229,15.6,58.6,17.0,156.6,0.47
northwest,apples,ripening_maturity,264,23.9,59.4,22.6,162.5,0.3
northwest,apples,ripening_maturity,248,23.4,65.9,19.4,191.4,0.76
northwest,plums,sowing,94,-4.3,56.7,11.3,66.7,0.3
northwest,plums,sowing,100,-3.2,79.5,5.5,69.4,0.19
northwest,plums,sowing,111,-1.3,64.3,2.3,75.8,0.25
northwest,plums,sowing,102,-2.8,51.4,8.2,69.5,0.27
northwest,plums,sowing,106,-2.6,56.8,1.4,80.8,0.21
northwest,plums,sowing,109,-2.0,63.5,2.6,66.7,0.21
northwest,plums,sowing,114,-1.0,69.3,2.7,69.3,0.12
northwest,plums,tillering,150,5.9,62.3,4.7,90.2,0.17
northwest,plums,tillering,147,2.7,54.2,9.5,78.6,0.12
northwest,plums,tillering,155,6.8,76.9,5.6,82.7,0.27
northwest,plums,tillering,142,3.4,52.9,1.5,84.0,0.24
northwest,plums,tillering,137,3.4,63.7,8.8,76.3,0.21
northwest,plums,tillering,146,3.0,62.5,4.6,75.7,0.13
northwest,plums,tillering,165,6.6,64.1,15.2,85.7,0.16
northwest,plums,tillering,139,3.2,78.7,12.1,88.1,0.22
northwest,plums,heading_flowering,236,18.3,62.5,12.9,152.0,0.57
northwest,plums,heading_flowering,194,13.2,73.0,6.9,127.5,0.34
northwest,plums,heading_flowering,218,14.2,66.9,6.9,105.4,0.28
northwest,plums,heading_flowering,227,14.8,77.4,17.9,120.3,0.6
northwest,plums,heading_flowering,207,10.7,75.8,11.0,86.2,0.24
northwest,plums,heading_flowering,233,14.4,87.3,3.8,118.1,0.66
northwest,plums,heading_flowering,219,14.4,79.6,10.9,114.6,0.67
northwest,plums,ripening_maturity,251,21.4,70.8,10.2,130.1,0.72
northwest,plums,ripening_maturity,235,19.0,58.3,9.8,119.9,0.28
northwest,plums,ripening_maturity,240,20.9,58.4,18.4,111.8,0.63
northwest,plums,ripening_maturity,247,17.3,77.8,17.9,132.3,0.5
northwest,plums,ripening_maturity,223,13.2,60.8,20.8,126.6,0.61
northwest,plums,ripening_maturity,231,14.7,84.1,20.6,114.7,0.23
northwest,plums,ripening_maturity,273,23.2,67.9,19.0,126.6,0.8
northwest,plums,ripening_maturity,259,20.1,78.7,15.6,112.1,1.0
northwest,grapes,sowing,115,-0.9,63.7,2.2,52.1,0.27
northwest,grapes,sowing,114,-1.5,52.1,9.1,53.8,0.25
northwest,grapes,sowing,113,-1.4,70.2,11.4,58.0,0.31
northwest,grapes,sowing,94,-4.4,67.1,6.6,45.9,0.14
northwest,grapes,sowing,107,-2.6,74.9,11.8,47.3,0.32
northwest,grapes,sowing,102,-3.2,66.4,9.4,68.1,0.31
northwest,grapes,sowing,90,-5.0,68.4,7.5,48.1,0.3
northwest,grapes,tillering,145,2.9,72.7,10.4,71.0,0.12
northwest,grapes,tillering,135,2.5,79.4,13.0,53.3,0.15
northwest,grapes,tillering,144,2.4,77.8,14.8,67.4,0.14
northwest,grapes,tillering,152,5.5,76.7,2.4,56.8,0.29
northwest,grapes,tillering,146,4.0,57.4,1.9,79.9,0.33
northwest,grapes,tillering,149,4.5,68.5,1.9,76.7,0.21
northwest,grapes,tillering,134,1.7,59.5,1.9,62.4,0.14
northwest,grapes,tillering,140,3.8,81.9,6.7,53.0,0.14
northwest,grapes,heading_flowering,209,14.3,80.6,7.0,79.0,0.43
northwest,grapes,heading_flowering,218,17.6,74.5,14.7,93.7,0.59
northwest,grapes,heading_flowering,194,11.9,76.3,13.7,93.6,0.66
northwest,grapes,heading_flowering,208,15.1,74.8,4.2,75.6,0.38
northwest,grapes,heading_flowering,236,19.0,83.2,4.7,78.5,1.0
northwest,grapes,heading_flowering,237,15.2,75.3,12.3,83.1,0.55
northwest,grapes,heading_flowering,216,17.8,72.3,6.0,97.8,0.53
northwest,grapes,ripening_maturity,268,24.2,86.3,19.7,93.3,1.0
northwest,grapes,ripening_maturity,275,20.1,87.0,24.6,97.3,1.0
northwest,grapes,ripening_maturity,231,16.2,84.8,0.9,78.8,0.27
northwest,grapes,ripening_maturity,244,22.0,67.2,21.9,123.4,1.0
northwest,grapes,ripening_maturity,226,16.1,69.5,20.1,91.0,0.3
northwest,grapes,ripening_maturity,247,20.4,68.6,18.7,110.5,0.42
northwest,grapes,ripening_maturity,233,15.0,77.3,21.9,88.8,0.41
northwest,grapes,ripening_maturity,248,23.0,71.9,22.6,87.6,0.8
northeast,winter_wheat,sowing,110,-3.9,65.5,1.0,24.3,0.25
northeast,winter_wheat,sowing,111,-4.1,52.0,2.3,16.9,0.18
northeast,winter_wheat,sowing,107,-4.4,56.0,1.6,18.5,0.12
northeast,winter_wheat,sowing,106,-4.4,66.8,2.6,17.0,0.15
northeast,winter_wheat,sowing,118,-2.5,56.8,9.3,21.4,0.1
northeast,winter_wheat,sowing,116,-3.0,64.2,1.2,26.2,0.22
northeast,winter_wheat,sowing,96,-6.1,51.3,3.5,19.0,0.25
northeast,winter_wheat,tillering,165,6.0,57.3,13.1,24.0,0.24
northeast,winter_wheat,tillering,152,2.2,60.1,8.1,29.0,0.17
northeast,winter_wheat,tillering,159,2.2,78.1,1.4,26.6,0.14
northeast,winter_wheat,tillering,144,1.8,48.6,1.8,19.1,0.12
northeast,winter_wheat,tillering,147,1.6,54.5,5.9,19.5,0.23
northeast,winter_wheat,tillering,133,-0.9,55.2,6.3,18.2,0.13
northeast,winter_wheat,tillering,135,0.0,60.7,0.5,21.7,0.24
northeast,winter_wheat,booting,198,10.6,57.3,9.9,33.0,0.24
northeast,winter_wheat,booting,191,10.7,73.9,4.6,36.0,0.37
northeast,winter_wheat,booting,174,6.8,49.8,2.3,29.1,0.13
northeast,winter_wheat,booting,194,7.0,62.4,8.1,30.5,0.15
northeast,winter_wheat,booting,179,6.9,49.9,0.7,27.2,0.18
northeast,winter_wheat,booting,162,5.8,65.5,13.2,24.8,0.1
northeast,winter_wheat,booting,197,11.7,77.7,8.3,30.6,0.29
northeast,winter_wheat,booting,175,8.0,58.4,1.4,26.3,0.11
northeast,winter_wheat,heading_flowering,215,14.4,72.0,3.0,29.2,0.42
northeast,winter_wheat,heading_flowering,194,11.9,54.8,6.1,33.0,0.2
northeast,winter_wheat,heading_flowering,217,14.0,64.0,8.3,36.2,0.18
northeast,winter_wheat,heading_flowering,222,10.5,81.6,1.0,34.3,0.37
northeast,winter_wheat,heading_flowering,213,11.2,63.3,4.1,29.1,0.24
northeast,winter_wheat,heading_flowering,236,13.8,70.3,2.3,33.2,0.45
northeast,winter_wheat,heading_flowering,202,9.4,61.4,12.5,38.8,0.13
northeast,winter_wheat,heading_flowering,235,19.4,74.5,8.8,40.6,0.65
northeast,winter_wheat,ripening_maturity,241,14.3,76.9,6.2,36.6,0.32
northeast,winter_wheat,ripening_maturity,278,21.4,70.6,1.6,36.6,0.77
northeast,winter_wheat,ripening_maturity,254,15.8,66.1,10.4,37.5,0.36
northeast,winter_wheat,ripening_maturity,273,17.6,73.6,15.2,44.9,0.18
northeast,winter_wheat,ripening_maturity,274,26.4,81.1,17.9,41.2,0.5
northeast,winter_wheat,ripening_maturity,242,15.4,74.9,12.7,36.4,0.5
northeast,winter_wheat,ripening_maturity,237,12.9,77.6,4.7,31.8,0.19
northeast,spring_barley,sowing,116,-3.2,67.2,6.6,19.0,0.25
northeast,spring_barley,sowing,117,-2.7,55.1,0.4,15.9,0.16
northeast,spring_barley,sowing,95,-6.3,54.8,1.3,11.6,0.21
northeast,spring_barley,sowing,119,-2.2,54.8,5.9,13.8,0.22
northeast,spring_barley,sowing,105,-4.6,70.1,4.8,17.1,0.28
northeast,spring_barley,sowing,90,-7.0,49.9,2.1,13.9,0.18
northeast,spring_barley,emergence,134,0.1,65.0,5.4,20.6,0.12
northeast,spring_barley,emergence,116,-2.6,69.5,8.2,17.5,0.1
northeast,spring_barley,emergence,138,1.4,47.9,8.2,18.2,0.26
northeast,spring_barley,emergence,113,-3.7,56.2,6.4,16.8,0.23
northeast,spring_barley,emergence,124,-1.3,67.2,11.0,21.9,0.24
northeast,spring_barley,emergence,140,-0.1,66.8,4.2,15.8,0.13
northeast,spring_barley,emergence,120,-2.7,50.7,10.0,15.2,0.23
northeast,spring_barley,emergence,119,-1.8,47.7,6.1,16.3,0.29
